CustomerID,Cluster
13658.0,0
13659.0,1
13662.0,0
13663.0,1
13666.0,0
13667.0,1
13668.0,3
13669.0,0
13670.0,0
13672.0,1
13673.0,0
13675.0,1
13678.0,1
13680.0,0
13681.0,0
13682.0,1
13684.0,1
13685.0,0
13686.0,1
13689.0,0
13690.0,0
13692.0,0
13694.0,3
13695.0,0
13697.0,0
13699.0,1
13700.0,0
13703.0,1
13704.0,0
13705.0,0
13706.0,1
13707.0,1
13708.0,1
13709.0,0
13710.0,0
13711.0,1
13712.0,1
13715.0,1
13716.0,1
13717.0,0
13718.0,1
13719.0,0
13720.0,0
13721.0,0
13722.0,0
13723.0,1
13725.0,0
13726.0,0
13727.0,0
13728.0,0
13730.0,0
13731.0,1
13732.0,0
13735.0,0
13736.0,0
13737.0,1
13739.0,0
13740.0,1
13741.0,0
13742.0,0
13743.0,0
13744.0,0
13745.0,1
13747.0,1
13748.0,0
13750.0,0
13751.0,1
13752.0,0
13753.0,1
13754.0,1
13755.0,0
13756.0,3
13758.0,0
13759.0,0
13760.0,0
13761.0,0
13762.0,1
13763.0,0
13764.0,0
13767.0,3
13769.0,0
13771.0,0
13772.0,0
13774.0,0
13777.0,3
13778.0,0
13780.0,0
13781.0,1
13782.0,0
13784.0,0
13786.0,1
13787.0,0
13790.0,0
13791.0,0
13792.0,0
13798.0,3
13799.0,0
13800.0,1
13801.0,0
13802.0,0
13803.0,1
13804.0,0
13805.0,0
13806.0,0
13807.0,1
13808.0,0
13809.0,1
13810.0,0
13811.0,1
13812.0,0
13813.0,0
13814.0,0
13815.0,0
13816.0,0
13817.0,0
13819.0,1
13821.0,1
13822.0,0
13823.0,0
13824.0,0
13826.0,1
13827.0,0
13828.0,0
13831.0,0
13832.0,0
13833.0,1
13835.0,0
13837.0,1
13838.0,0
13841.0,1
13842.0,0
13844.0,0
13845.0,0
13846.0,0
13848.0,0
13849.0,0
13850.0,0
13851.0,0
13853.0,0
13854.0,3
13856.0,1
13858.0,0
13859.0,1
13860.0,0
13862.0,0
13863.0,1
13865.0,0
13866.0,0
13867.0,0
13868.0,0
13869.0,0
13870.0,0
13871.0,0
13873.0,0
13874.0,1
13875.0,0
13876.0,0
13877.0,0
13878.0,0
13880.0,0
13881.0,3
13882.0,0
13883.0,0
13884.0,0
13885.0,1
13886.0,0
13887.0,1
13888.0,0
13889.0,0
13890.0,0
13892.0,0
13893.0,1
13894.0,0
13895.0,0
13897.0,0
13898.0,1
13899.0,0
13900.0,1
13901.0,0
13904.0,0
13908.0,0
13911.0,0
13914.0,0
13917.0,0
13918.0,0
13919.0,0
13922.0,1
13923.0,0
13924.0,0
13925.0,0
13926.0,0
13927.0,0
13928.0,0
13929.0,1
13930.0,0
13931.0,0
13932.0,1
13933.0,0
13934.0,1
13936.0,1
13937.0,1
13938.0,0
13939.0,0
13940.0,0
13941.0,0
13946.0,0
13947.0,0
13948.0,1
13949.0,0
13950.0,0
13951.0,1
13952.0,1
13953.0,0
13954.0,0
13955.0,1
13956.0,0
13959.0,0
13960.0,0
13962.0,0
13963.0,1
13967.0,1
13969.0,3
13971.0,0
13972.0,0
13973.0,1
13974.0,0
13975.0,0
13976.0,1
13978.0,0
13979.0,0
13980.0,0
13982.0,0
13983.0,0
13984.0,0
13985.0,3
13986.0,0
13988.0,0
13989.0,0
13990.0,1
13991.0,0
13992.0,0
13993.0,0
13994.0,0
13995.0,0
13999.0,0
14000.0,1
14001.0,0
14002.0,0
14004.0,0
14005.0,0
14006.0,0
14009.0,1
14012.0,1
14013.0,0
14014.0,0
14015.0,0
14016.0,1
14019.0,0
14020.0,0
14021.0,1
14022.0,1
14023.0,0
14024.0,0
14027.0,0
14029.0,0
14030.0,0
14031.0,3
14032.0,0
14034.0,0
14035.0,0
14036.0,1
14037.0,1
14038.0,0
14039.0,0
14040.0,0
14041.0,1
14044.0,0
14045.0,0
14046.0,1
14047.0,0
14048.0,1
14049.0,0
14050.0,0
14051.0,3
14052.0,0
14053.0,0
14054.0,0
14055.0,0
14056.0,3
14057.0,3
14059.0,1
14060.0,3
14062.0,3
14064.0,0
14066.0,1
14067.0,0
14068.0,1
14071.0,0
14073.0,0
14075.0,0
14076.0,0
14077.0,0
14078.0,0
14079.0,0
14080.0,0
14081.0,1
14082.0,1
14083.0,0
14085.0,3
14087.0,0
14088.0,3
14089.0,0
14090.0,1
14092.0,0
14093.0,0
14096.0,3
14098.0,0
14099.0,0
14100.0,0
14101.0,0
14102.0,0
14104.0,1
14105.0,1
14107.0,0
14108.0,0
14109.0,0
14110.0,0
14111.0,0
14112.0,0
14113.0,0
14114.0,1
14116.0,0
14117.0,1
14121.0,0
14124.0,0
14125.0,0
14126.0,0
14127.0,0
14128.0,0
14129.0,0
14130.0,1
14132.0,0
14133.0,0
14135.0,3
14138.0,0
14139.0,0
14140.0,0
14141.0,0
14142.0,1
14143.0,0
14145.0,0
14146.0,0
14147.0,0
14148.0,1
14149.0,1
14150.0,0
14152.0,0
14154.0,1
14155.0,1
14156.0,2
14157.0,0
14158.0,0
14159.0,0
14161.0,1
14162.0,1
14163.0,0
14164.0,0
14165.0,1
14167.0,0
14171.0,0
14173.0,0
14174.0,0
14175.0,0
14176.0,1
14177.0,0
14178.0,0
14179.0,0
14180.0,3
14184.0,0
14185.0,1
14188.0,0
14189.0,3
14191.0,0
14193.0,0
14194.0,3
14195.0,1
14196.0,0
14198.0,0
14199.0,1
14201.0,0
14204.0,0
14205.0,0
14206.0,1
14208.0,0
14209.0,0
14210.0,0
14211.0,0
14212.0,0
14214.0,0
14215.0,0
14216.0,0
14217.0,3
14218.0,0
14219.0,0
14220.0,1
14221.0,0
14222.0,1
14223.0,0
14224.0,0
14226.0,0
14227.0,0
14229.0,0
14231.0,1
14232.0,0
14233.0,0
14234.0,0
14235.0,0
14236.0,0
14237.0,1
14238.0,1
14239.0,0
14240.0,0
14241.0,1
14242.0,1
14243.0,0
14245.0,1
14246.0,0
14247.0,1
14248.0,1
14250.0,0
14251.0,0
14256.0,1
14257.0,0
14258.0,0
14259.0,0
14261.0,0
14262.0,0
14264.0,1
14265.0,0
14267.0,1
14270.0,1
14271.0,1
14272.0,0
14273.0,0
14276.0,0
14277.0,0
14280.0,1
14282.0,3
14284.0,0
14285.0,0
14286.0,0
14287.0,0
14288.0,1
14289.0,0
14290.0,0
14291.0,0
14292.0,0
14293.0,0
14295.0,0
14297.0,0
14298.0,3
14299.0,0
14300.0,0
14301.0,0
14304.0,1
14305.0,0
14306.0,0
14307.0,0
14309.0,0
14311.0,1
14312.0,0
14314.0,0
14315.0,0
14317.0,0
14320.0,1
14321.0,0
14323.0,0
14326.0,1
14327.0,1
14329.0,0
14331.0,0
14332.0,0
14333.0,0
14334.0,0
14335.0,0
14336.0,0
14338.0,1
14339.0,1
14340.0,1
14341.0,0
14342.0,0
14344.0,0
14345.0,0
14346.0,0
14348.0,1
14349.0,0
14350.0,1
14351.0,1
14352.0,1
14353.0,1
14354.0,0
14355.0,1
14356.0,0
14357.0,0
14359.0,0
14360.0,0
14362.0,0
14364.0,0
14367.0,3
14368.0,1
14371.0,1
14373.0,1
14375.0,1
14377.0,1
14379.0,0
14381.0,0
14382.0,0
14383.0,0
14385.0,0
14386.0,1
14387.0,0
14388.0,0
14389.0,0
14390.0,0
14393.0,1
14395.0,0
14396.0,0
14397.0,3
14400.0,1
14401.0,0
14403.0,0
14404.0,0
14406.0,0
14407.0,0
14408.0,0
14409.0,0
14410.0,0
14411.0,1
14412.0,0
14413.0,1
14414.0,0
14415.0,0
14416.0,0
14418.0,0
14419.0,0
14420.0,0
14421.0,0
14422.0,0
14423.0,1
14424.0,0
14426.0,0
14427.0,0
14428.0,0
14431.0,1
14432.0,0
14434.0,0
14436.0,0
14437.0,1
14438.0,1
14439.0,1
14440.0,0
14441.0,0
14442.0,1
14443.0,0
14446.0,0
14447.0,0
14448.0,0
14449.0,0
14450.0,1
14451.0,0
14452.0,0
14453.0,1
14456.0,0
14457.0,1
14459.0,1
14460.0,0
14461.0,1
14462.0,0
14463.0,0
14465.0,1
14466.0,0
14467.0,0
14470.0,0
14472.0,0
14473.0,0
14474.0,0
14475.0,0
14476.0,1
14477.0,0
14479.0,1
14480.0,0
14481.0,1
14482.0,0
14483.0,1
14484.0,0
14485.0,0
14487.0,0
14488.0,0
14489.0,1
14491.0,1
14493.0,0
14494.0,0
14495.0,0
14496.0,1
14497.0,1
14498.0,0
14499.0,0
14500.0,0
14501.0,1
14502.0,0
14503.0,0
14504.0,0
14505.0,0
14506.0,0
14507.0,0
14508.0,0
14511.0,0
14512.0,1
14513.0,0
14514.0,0
14515.0,0
14517.0,0
14518.0,0
14520.0,0
14522.0,0
14523.0,0
14524.0,0
14525.0,0
14527.0,3
14528.0,0
14529.0,0
14530.0,0
14532.0,1
14533.0,0
14534.0,3
14535.0,0
14536.0,1
14537.0,0
14538.0,0
14539.0,0
14540.0,0
14541.0,0
14542.0,1
14543.0,3
14544.0,0
14546.0,0
14547.0,0
14548.0,1
14549.0,1
14550.0,0
14551.0,0
14552.0,1
14553.0,0
14554.0,0
14555.0,0
14557.0,0
14560.0,3
14561.0,0
14562.0,3
14565.0,0
14566.0,0
14567.0,0
14569.0,0
14570.0,1
14572.0,0
14573.0,1
14576.0,1
14577.0,0
14578.0,0
14581.0,0
14582.0,0
14583.0,0
14584.0,1
14585.0,0
14586.0,1
14587.0,0
14589.0,1
14591.0,0
14592.0,0
14593.0,0
14594.0,0
14595.0,0
14597.0,0
14598.0,0
14600.0,1
14601.0,0
14603.0,1
14606.0,3
14607.0,3
14608.0,0
14609.0,0
14616.0,1
14618.0,0
14619.0,1
14620.0,1
14621.0,0
14622.0,1
14623.0,0
14624.0,0
14625.0,1
14626.0,0
14628.0,0
14629.0,0
14631.0,0
14632.0,1
14633.0,1
14636.0,0
14638.0,0
14639.0,0
14640.0,0
14641.0,0
14642.0,0
14643.0,1
14644.0,0
14645.0,1
14646.0,2
14647.0,1
14649.0,0
14651.0,0
14652.0,0
14653.0,0
14655.0,0
14656.0,1
14657.0,0
14658.0,0
14659.0,0
14660.0,0
14661.0,0
14662.0,0
14664.0,0
14665.0,0
14666.0,0
14667.0,3
14669.0,1
14670.0,1
14672.0,1
14673.0,0
14675.0,0
14676.0,0
14680.0,3
14681.0,0
14682.0,1
14684.0,0
14687.0,0
14688.0,3
14689.0,1
14690.0,0
14691.0,0
14692.0,0
14693.0,1
14696.0,0
14697.0,1
14698.0,0
14699.0,1
14700.0,0
14701.0,0
14702.0,3
14703.0,0
14704.0,0
14705.0,1
14708.0,0
14709.0,0
14710.0,0
14711.0,0
14712.0,0
14713.0,0
14714.0,0
14715.0,0
14716.0,0
14719.0,0
14720.0,0
14722.0,1
14723.0,0
14725.0,0
14727.0,1
14729.0,1
14730.0,0
14731.0,0
14732.0,0
14733.0,3
14735.0,3
14737.0,0
14738.0,0
14739.0,0
14740.0,1
14741.0,0
14744.0,0
14745.0,0
14747.0,1
14748.0,0
14752.0,0
14753.0,0
14754.0,0
14755.0,0
14756.0,0
14757.0,0
14758.0,0
14759.0,0
14760.0,1
14761.0,0
14762.0,1
14764.0,0
14765.0,0
14766.0,0
14768.0,0
14769.0,0
14770.0,1
14772.0,0
14775.0,0
14776.0,0
14778.0,0
14779.0,1
14780.0,0
14782.0,1
14784.0,0
14785.0,0
14788.0,0
14789.0,0
14790.0,0
14792.0,0
14793.0,0
14794.0,0
14795.0,1
14796.0,3
14798.0,0
14799.0,0
14800.0,0
14801.0,0
14803.0,1
14804.0,0
14805.0,0
14806.0,0
14808.0,0
14810.0,0
14813.0,1
14815.0,0
14816.0,1
14817.0,1
14818.0,0
14819.0,0
14820.0,0
14821.0,1
14823.0,1
14824.0,0
14825.0,0
14828.0,1
14829.0,0
14830.0,0
14834.0,0
14836.0,0
14837.0,0
14840.0,1
14841.0,0
14842.0,0
14844.0,0
14847.0,1
14849.0,3
14850.0,1
14851.0,0
14852.0,0
14853.0,0
14854.0,0
14855.0,0
14856.0,0
14857.0,0
14859.0,0
14860.0,0
14861.0,0
14862.0,0
14863.0,0
14865.0,0
14866.0,3
14867.0,1
14868.0,0
14869.0,0
14870.0,1
14871.0,0
14873.0,1
14875.0,0
14878.0,0
14880.0,0
14881.0,0
14882.0,0
14883.0,0
14885.0,0
14886.0,1
14887.0,0
14888.0,1
14889.0,1
14890.0,1
14891.0,1
14893.0,0
14894.0,0
14895.0,3
14896.0,1
14897.0,0
14898.0,0
14901.0,0
14902.0,0
14903.0,0
14904.0,0
14905.0,1
14907.0,0
14908.0,0
14910.0,0
14911.0,2
14912.0,0
14913.0,0
14915.0,0
14916.0,0
14918.0,0
14920.0,1
14921.0,0
14923.0,0
14924.0,1
14929.0,0
14930.0,0
14931.0,0
14932.0,1
14934.0,0
14935.0,1
14936.0,0
14937.0,0
14944.0,0
14946.0,0
14947.0,0
14948.0,0
14950.0,0
14951.0,0
14952.0,0
14953.0,0
14954.0,0
14957.0,1
14958.0,1
14959.0,0
14960.0,0
14961.0,0
14962.0,1
14963.0,0
14964.0,1
14965.0,0
14966.0,0
14967.0,0
14968.0,0
14970.0,0
14971.0,0
14972.0,0
14973.0,0
14974.0,0
14975.0,0
14976.0,0
14978.0,0
14981.0,1
14984.0,0
14985.0,1
14987.0,0
14988.0,1
14995.0,0
14997.0,0
14998.0,1
15000.0,0
15002.0,0
15004.0,1
15005.0,3
15006.0,0
15007.0,1
15009.0,0
15010.0,0
15012.0,0
15014.0,0
15016.0,1
15017.0,0
15018.0,0
15019.0,1
15021.0,0
15022.0,0
15023.0,0
15024.0,0
15025.0,0
15026.0,0
15027.0,0
15028.0,0
15030.0,0
15031.0,0
15032.0,1
15033.0,0
15034.0,0
15035.0,0
15036.0,0
15038.0,0
15039.0,3
15041.0,1
15042.0,1
15043.0,0
15044.0,3
15045.0,1
15046.0,3
15047.0,1
15048.0,0
15049.0,1
15050.0,0
15051.0,0
15052.0,1
15053.0,0
15054.0,0
15057.0,1
15058.0,0
15059.0,0
15060.0,0
15061.0,3
15062.0,0
15063.0,1
15065.0,0
15066.0,0
15067.0,0
15068.0,0
15069.0,1
15070.0,1
15071.0,0
15073.0,0
15074.0,0
15075.0,0
